Document,Topic,Name,Representation
"us and china are stuck in an unprecedented and expensive game of chicken and it seems that both sides are unwilling to back down

 ting lu chief china economist at nomura

donaldtrump xijinping tradewar tariffs ustariff",187,187_chicken_always_out_backfire,"['chicken', 'always', 'out', 'backfire', 'game', 'many', 'via', 'suggested', 'boycott', 'refuse']"
trump is playing chicken with the us economy if other countries refuse to make tariff deals then trump will be forced to cave in and give up the tariffs,187,187_chicken_always_out_backfire,"['chicken', 'always', 'out', 'backfire', 'game', 'many', 'via', 'suggested', 'boycott', 'refuse']"
" lolthats bullxit rapist felon  literally gave a us steel company to japan 

and auto manufactures are cutting production laying off workers and still considering moving to other countries 

ex
",188,188_steel_japan_japanese_promised,"['steel', 'japan', 'japanese', 'promised', 'company', 'workers', 'terrorism', 'deal', 'develop', 'taco']"
"interesting  nippon funds everything and trump thinks he controls it hes supposedly struck a deal with the uk for steel at zero tariff 

trump hails us steelnippon deal says steelmaker will be controlled by the usa  but offers few details  ",188,188_steel_japan_japanese_promised,"['steel', 'japan', 'japanese', 'promised', 'company', 'workers', 'terrorism', 'deal', 'develop', 'taco']"
 nippon and us steel are probably giving trump some kind of kickback unless its just another taco tariff,188,188_steel_japan_japanese_promised,"['steel', 'japan', 'japanese', 'promised', 'company', 'workers', 'terrorism', 'deal', 'develop', 'taco']"
  this guy is such an ass i just saw an article saying that the japanese wanted to invest in us steel and then he put a  tariff on their steel doesnt sound like diplomacy to me,188,188_steel_japan_japanese_promised,"['steel', 'japan', 'japanese', 'promised', 'company', 'workers', 'terrorism', 'deal', 'develop', 'taco']"
  us steel is in the process of being purchased by japans nippon steel if steel is shipped in from japan how will a  tariff be helpful to the american portion of the merged corporation,188,188_steel_japan_japanese_promised,"['steel', 'japan', 'japanese', 'promised', 'company', 'workers', 'terrorism', 'deal', 'develop', 'taco']"
are us ports empty and what impact does the tariff have on global shipping  via ,189,189_ports_shipping_empty_port,"['ports', 'shipping', 'empty', 'port', 'impact', 'global', 'does', 'moment', 'east', 'coming']"
"are us ports empty and what impact does the tariff have on global shipping  via  
consumer alerts check it out info for you before the price hike",189,189_ports_shipping_empty_port,"['ports', 'shipping', 'empty', 'port', 'impact', 'global', 'does', 'moment', 'east', 'coming']"
"are us ports empty and what impact does the tariff have on global shipping 

 via  ",189,189_ports_shipping_empty_port,"['ports', 'shipping', 'empty', 'port', 'impact', 'global', 'does', 'moment', 'east', 'coming']"
tariffsarebadfortexas and not a sound from austin texas ports hit rough seas as trumps tariff fight upsets global trade ,189,189_ports_shipping_empty_port,"['ports', 'shipping', 'empty', 'port', 'impact', 'global', 'does', 'moment', 'east', 'coming']"
"for all trumpies who believe youre on some sort of glorious ride to victory some hard data

are us ports empty and what impact does the tariff have on global shipping
search on youtube

bottom line truck drivers voted  trump many of you are about to lose your",189,189_ports_shipping_empty_port,"['ports', 'shipping', 'empty', 'port', 'impact', 'global', 'does', 'moment', 'east', 'coming']"
 boss do something for boys  mtn wan kill us with tariff your stream make sense die and i dont miss it but i wan reduce am small cos of data,190,190_network_data_service_trash,"['network', 'data', 'service', 'trash', 'increasing', 'your', 'useless', 'die', 'faster', 'increased']"
" just say your services arent for the average person anymore i dont even blame you  its the government that has failed to regulate the telecom sector you guys keep increasing your data tariff without conscience

some of us are trying to do tech but data is choking us ",190,190_network_data_service_trash,"['network', 'data', 'service', 'trash', 'increasing', 'your', 'useless', 'die', 'faster', 'increased']"
please   i use god take beg una ask   and others to reduce their data tariff this thing dey choke us and work dey ground  j eshanu aje,190,190_network_data_service_trash,"['network', 'data', 'service', 'trash', 'increasing', 'your', 'useless', 'die', 'faster', 'increased']"
 abeg  is playing with our career data is much bigger than our salary stops us from migrating to mtn pulse plan keeping us in a tariff plan where  naira can only afford a flashcall your network its irritating,190,190_network_data_service_trash,"['network', 'data', 'service', 'trash', 'increasing', 'your', 'useless', 'die', 'faster', 'increased']"
network don die for  weeks mtn glo airtel all moving mad tariff go up service go down zero apology zero accountability na who we offend nigeria just dey gaslight us steady naijafail japamood,190,190_network_data_service_trash,"['network', 'data', 'service', 'trash', 'increasing', 'your', 'useless', 'die', 'faster', 'increased']"
 listen  if you dont come in droves trump will institute a potato tariff of  on ireland  check mate,191,191_factors_take_bn_her,"['factors', 'take', 'bn', 'her', 'should', 'institute', 'long', 'goods', 'sale', 'an']"
"  the corollary to ireland raising its tariff on us goods to  as long as rosy odonnald remains in their country is that us will not tariff any of irelands goods imported into the us as long as she stays in ireland
 s",191,191_factors_take_bn_her,"['factors', 'take', 'bn', 'her', 'should', 'institute', 'long', 'goods', 'sale', 'an']"
should increased pricing of irish exports in international markets result in lower domestic prices within ireland ireland tariffs ustariff,191,191_factors_take_bn_her,"['factors', 'take', 'bn', 'her', 'should', 'institute', 'long', 'goods', 'sale', 'an']"
  was in the middle of tariff negotiations with ireland but the talks came to an abrupt end when president higgins of ireland demanded trump take ms odonnell as part of the agreement trump passed,191,191_factors_take_bn_her,"['factors', 'take', 'bn', 'her', 'should', 'institute', 'long', 'goods', 'sale', 'an']"
" ireland  is putting a  tariff on the usa unless we take rosie odonnel back immediately 

oprah should go to guadalcanal and learn us history  but then on her side of the island an accidental fire  may happen 
these spoiled brats need to love  their country",191,191_factors_take_bn_her,"['factors', 'take', 'bn', 'her', 'should', 'institute', 'long', 'goods', 'sale', 'an']"
 donald trump is screwing w the operations of major american companies the automobile industry which in part is a major driver of the economy amp the beating heart of many states due to trumps bullshit tariff war ford is now forced to shut down production throwing all or ,192,192_jobs_layoffs_workers_hundreds,"['jobs', 'layoffs', 'workers', 'hundreds', 'off', 'ford', 'laying', 'five', 'group', 'plants']"
"  stellantis laid off  people and general motors laid off   as a result of tariff uncertainty volvo announced it would slash   us jobs due to the tariffs yale forecasts that  the tariffs could cost  jobs in the us by the end of the year
",192,192_jobs_layoffs_workers_hundreds,"['jobs', 'layoffs', 'workers', 'hundreds', 'off', 'ford', 'laying', 'five', 'group', 'plants']"
volvo group announces layoffs of hundreds of workers in us facilities amid tariff crisis ,192,192_jobs_layoffs_workers_hundreds,"['jobs', 'layoffs', 'workers', 'hundreds', 'off', 'ford', 'laying', 'five', 'group', 'plants']"
"volvo to cut  us jobs amid tariff impact

",192,192_jobs_layoffs_workers_hundreds,"['jobs', 'layoffs', 'workers', 'hundreds', 'off', 'ford', 'laying', 'five', 'group', 'plants']"
"volvo to cut  jobs amid trump tariff fight

",192,192_jobs_layoffs_workers_hundreds,"['jobs', 'layoffs', 'workers', 'hundreds', 'off', 'ford', 'laying', 'five', 'group', 'plants']"
 the attack on medicaid is trumps revenge against americans for wanting to see him held accountable for his crimes affecting many poor communities to get back at black prosecutors a tariff on healthcare to exhibit his power to say to citizens i own you amp to punch obama ,193,193_millions_tax_republicans_taxes,"['millions', 'tax', 'republicans', 'taxes', 'healthcare', 'necessary', 'bill', 'cuts', 'eat', 'funds']"
"  

he also lowered the gun owning age to  apparently i didnt even know that



i saw more about tariff slashing and tax slashing on twitter that happened today i think i just dont know where to look though",193,193_millions_tax_republicans_taxes,"['millions', 'tax', 'republicans', 'taxes', 'healthcare', 'necessary', 'bill', 'cuts', 'eat', 'funds']"
" hey mr murphy can you tell us why if trumps claim that we have raked in millions amp millions of dollars in tariff revenue it is necessary for gop congress to enact a bill that will take millions out of medicaidmedicare funds
why is this bill necessary",193,193_millions_tax_republicans_taxes,"['millions', 'tax', 'republicans', 'taxes', 'healthcare', 'necessary', 'bill', 'cuts', 'eat', 'funds']"
